title,sponsor,status,date,url,source,category,summary,created_at
"The Health (amend)bill, No.12 Of 2025 (1)",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-10/The%20%20Health%20%28Amend%29Bill%2C%20No.12%20of%202025%20%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Health (amend)bill, No.12 Of 2025 (1). Source: Senate Bills.",2026-02-11T00:06:42.289858
"The Health (amendment) Bill, No.12 Of 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Health%20%28Amendment%29%20Bill%2CNo.12%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Health (amendment) Bill, No.12 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.291168
"Bill Digest: The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest: The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.291693
"The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Electronic%20Equipment%20Disposal%20Recycling%20and%20Reuse%20Bill%2C%20No.5%20of%202025_0.pdf,Senate Bills,Legislative,"Bill before Parliament: The Electronic Equipment Disposal Recycling And Reuse Bill, No.5 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.292687
"The Energy (amendment) Bill,no.11 Of 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-09/The%20Energy%20%28Amendment%29%20Bill%2CNo.11%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Energy (amendment) Bill,no.11 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.293712
"Bill Digest: The Constitution Of Kenya ( Amendment) Bill, No.13 Of 2025.",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-08/Bills%20Digest%20-%20The%20Constitution%20of%20Kenya%20%28Amendment%29%20Bill%2C%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest: The Constitution Of Kenya ( Amendment) Bill, No.13 Of 2025.. Source: Senate Bills.",2026-02-11T00:06:42.293712
"The Constitution Of Kenya ( Amendment) Bill, No.13 Of 2025.",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-08/The%20Constitution%20of%20Kenya%20%28Amendment%29%20Bill%2C%20No.13%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Constitution Of Kenya ( Amendment) Bill, No.13 Of 2025.. Source: Senate Bills.",2026-02-11T00:06:42.294652
"Simplified Version Constitution Of Kenya ( Amendment) Bill, No.13 Of 2025.",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-08/Simplified%20Version%20-%20The%20Constitution%20of%20Kenya%20%28Amendment%29%20Bill%2C%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: Simplified Version Constitution Of Kenya ( Amendment) Bill, No.13 Of 2025.. Source: Senate Bills.",2026-02-11T00:06:42.295177
The County Governments Additional Allocation Bill (national Assembly Bill No.2 Of 2025),National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/The%20County%20Governments%20Additional%20Allocation%20Bill%20%28National%20Assembly%20Bill%20No.2%20of%202025.pdf,Senate Bills,Legislative,Bill before Parliament: The County Governments Additional Allocation Bill (national Assembly Bill No.2 Of 2025). Source: Senate Bills.,2026-02-11T00:06:42.297661
"Bill Digest: The Culture Bill, (national Assembly Bill No.12 Of 2024)",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/Bills%20Digest%20Culture%20Bill%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest: The Culture Bill, (national Assembly Bill No.12 Of 2024). Source: Senate Bills.",2026-02-11T00:06:42.298277
"The Culture Bill, (national Assembly Bill No.12 Of 2024)",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/The%20Culture%20Bill%2C%20%28National%20Assembly%20Bill%20No.12%20of%202024%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Culture Bill, (national Assembly Bill No.12 Of 2024). Source: Senate Bills.",2026-02-11T00:06:42.298915
"The Kenya National Council For Population And Development Bill, (national Assembly Bill No.72 Of 2023)",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/The%20Kenya%20National%20Council%20for%20Population%20and%20Development%20Bill%2C%20%28National%20Assembly%20Bill%20No.72%20of%202023%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Kenya National Council For Population And Development Bill, (national Assembly Bill No.72 Of 2023). Source: Senate Bills.",2026-02-11T00:06:42.299498
"The Seeds And Plant Varieties (amendment), Bill, No.4 Of 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/The%20Seeds%20and%20Plant%20Varieties%20%28Amendment%29%2CBill%2C%20No.4%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Seeds And Plant Varieties (amendment), Bill, No.4 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.300520
"The Equalisation Fund Appropriation Bill, No.7 Of 2025",National Assembly,Appropriation,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/Bill%20Digest%20-%20The%20Equalisation%20Fund%20Appropriation%20Bill%2C%20No.7%20of%202025%20-%20Final_0.pdf,Senate Bills,Legislative,"Bill before Parliament: The Equalisation Fund Appropriation Bill, No.7 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.301050
"The County Governments Additional Allocations No. 2 Bill, No. 8 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/Bill%20Digest%20-%20The%20County%20Governments%20Additional%20Allocations%20No.%202%20Bill%2C%20No.%208%20of%202025%20-%20Final.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments Additional Allocations No. 2 Bill, No. 8 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.301622
"The County Government Additional Allocation (no.2)bill, No.8 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/The%20County%20Government%20Additional%20Allocation%20%28No.2%29Bill%2C%20No.8%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Government Additional Allocation (no.2)bill, No.8 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.302305
"The County Allocation Of Revenue Bill, No.9 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-07/The%20County%20Allocation%20of%20Revenue%20Bill%2C%20No.9%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Allocation Of Revenue Bill, No.9 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.303348
"The Social Protection Bill, 2025 ( N A Bill No. 12 Of 2025)",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-05/THE%20SOCIAL%20PROTECTION%20BILL%2C%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Social Protection Bill, 2025 ( N A Bill No. 12 Of 2025). Source: Senate Bills.",2026-02-11T00:06:42.303963
The Public Finance Management (amendment) ( No.2) Bill ( National Assembly Bills No. 26 Of 2024),National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-04/The%20Public%20Finance%20Management%20%28Amendment%29%20%28No.2%29%20Bill%20%28National%20Assembly%20Bills%20No.%2026%20of%202024%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Public Finance Management (amendment) ( No.2) Bill ( National Assembly Bills No. 26 Of 2024). Source: Senate Bills.,2026-02-11T00:06:42.304550
The Public Audit ( Amendment) Bill ( National Assembly Bills No. 4 Of 2024),National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-04/The%20Public%20Audit%20%28Amendment%29%20Bill%20%28National%20Assembly%20Bills%20No.%204%20of%202024%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Public Audit ( Amendment) Bill ( National Assembly Bills No. 4 Of 2024). Source: Senate Bills.,2026-02-11T00:06:42.305734
The Division Of Revenue Bill ( National Assembly Bills No.10 Of 2025),National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-04/The%20Division%20of%20Revenue%20Bill%20%28National%20Assembly%20Bills%20No.10%20of%202025%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Division Of Revenue Bill ( National Assembly Bills No.10 Of 2025). Source: Senate Bills.,2026-02-11T00:06:42.306260
The Gambling Control Bill (na. No. 70 Of 2023),National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2025-04/The%20Gambling%20Control%20Bill%20%28NA.%20No.%2070%20of%202023%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Gambling Control Bill (na. No. 70 Of 2023). Source: Senate Bills.,2026-02-11T00:06:42.307590
"Bill Digest: The County Government Laws (amend) Bill,no.52 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-03/Bill%20digest-%20County%20Government%20Laws%20%28Amendment%29%20Bill%2C%202024%20-%20Final%2006032025%20%282%29.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest: The County Government Laws (amend) Bill,no.52 Of 2024. Source: Senate Bills.",2026-02-11T00:06:42.308968
"The County Government Laws (amend) Bill,no.52 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-03/52.%20The%20County%20Government%20Laws%20%28Amend%29%20Bill%2CNo.52%20of%202024%20%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Government Laws (amend) Bill,no.52 Of 2024. Source: Senate Bills.",2026-02-11T00:06:42.309650
"The County Governments Additional Allocations Bill, No.1 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-03/The%20County%20Governments%20Additional%20Allocations%20Bill%2C%20No.1%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments Additional Allocations Bill, No.1 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.310687
The Public Finance Management (amendment) ( No.3) Bill ( National Assembly Bills No. 44 Of 2024),National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-02/The%20Public%20Finance%20Management%20%28Amendment%29%20%28No.3%29%20Bill%20%28National%20Assembly%20Bills%20No.%2044%20of%202024%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Public Finance Management (amendment) ( No.3) Bill ( National Assembly Bills No. 44 Of 2024). Source: Senate Bills.,2026-02-11T00:06:42.311735
The Public Finance Management (amendment) (no.4) Bill (national Assembly Bills No. 45 Of 2024),National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-02/The%20Public%20Finance%20Management%20%28Amendment%29%20%28No.4%29%20Bill%20%28National%20Assembly%20Bills%20No.%2045%20of%202024%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Public Finance Management (amendment) (no.4) Bill (national Assembly Bills No. 45 Of 2024). Source: Senate Bills.,2026-02-11T00:06:42.312343
"Bills Digest - Cooperatives Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-03/Bills%20Digest%20-%20Cooperatives%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: Bills Digest - Cooperatives Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.036768
"The Cooperatives Bill, 2024 (national Assembly Bills No. 7 Of 2024)",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-02/The%20Cooperatives%20Bill%2C%202024%20%28National%20Assembly%20Bills%20%20No.%207%20of%202024%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Cooperatives Bill, 2024 (national Assembly Bills No. 7 Of 2024). Source: Senate Bills.",2026-02-11T00:06:48.037791
The Public Procurement & Asset Disposal (amendment) Bill (national Assembly Bills No. 48 Of 2024),National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-02/The%20Public%20Procurement%20%26%20Asset%20Disposal%20%28Amendment%29%20Bill%20%28National%20Assembly%20Bills%20No.%2048%20of%202024%29.pdf,Senate Bills,Legislative,Bill before Parliament: The Public Procurement & Asset Disposal (amendment) Bill (national Assembly Bills No. 48 Of 2024). Source: Senate Bills.,2026-02-11T00:06:48.038332
"Bill Digest - Kenya Health Products And Technologies Regulatory Authority Bill, 2022 (1)",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-02/Bill%20Digest%20-%20Kenya%20Health%20Products%20and%20Technologies%20Regulatory%20Authority%20Bill%2C%202022%20%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest - Kenya Health Products And Technologies Regulatory Authority Bill, 2022 (1). Source: Senate Bills.",2026-02-11T00:06:48.038887
"The Kenya Health Products & Technologies Regulatory Authority Bill, 2022.",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-01/THE%20KENYA%20HEALTH%20PRODUCTS%20%26%20TECHNOLOGIES%20REGULATORY%20AUTHORITY%20BILL%2C%202022_0.pdf,Senate Bills,Legislative,"Bill before Parliament: The Kenya Health Products & Technologies Regulatory Authority Bill, 2022.. Source: Senate Bills.",2026-02-11T00:06:48.039951
"The Community Health Promoters Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-01/THE%20COMMUNITY%20HEALTH%20PROMOTERS%20BILL%2C%202022.pdf,Senate Bills,Legislative,"Bill before Parliament: The Community Health Promoters Bill, 2022. Source: Senate Bills.",2026-02-11T00:06:48.040508
"Bill Digest- The Technopolis Bill,2024 (na Bill No.6 Of 2024)",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-01/Bill%20Digest-%20The%20Technopolis%20Bill%2C2024%20%28NA%20Bill%20No.6%20of%202024%29.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest- The Technopolis Bill,2024 (na Bill No.6 Of 2024). Source: Senate Bills.",2026-02-11T00:06:48.041029
"The Technopolis Bill, 2024 ( Na Bill No. 6 Of 2024)",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2025-03/The%20Technopolis%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Technopolis Bill, 2024 ( Na Bill No. 6 Of 2024). Source: Senate Bills.",2026-02-11T00:06:48.041553
"The Street Naming Bill,no.43 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-11/43.%20The%20Street%20Naming%20Bill%2CNo.43%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Street Naming Bill,no.43 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.042113
Bill Digest County Attorney Amendment Bill,National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-12/BILL%20DIGEST%20COUNTY%20ATTORNEY%20AMENDMENT%20BILL.pdf,Senate Bills,Legislative,Bill before Parliament: Bill Digest County Attorney Amendment Bill. Source: Senate Bills.,2026-02-11T00:06:48.043199
"The Office Of The County Attorney ( Amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/The%20Office%20County%20Attorney%20%28Amendment%29%20Bill%2C%20No.47%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Office Of The County Attorney ( Amendment) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.043780
"The Agriculture Produce ( Minimum Guaranteed Returns) Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/The%20Agriculture%20Produce%20%28Minimum%20Guaranteed%20Returns%29%20Bill%2C%20No.48%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Agriculture Produce ( Minimum Guaranteed Returns) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.044295
"The Labour Relations ( Amendment) (no. 3) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/The%20%20Labour%20Relations%20%28Amend%29%28No.%203%29%20Bill%2CNo.49%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Labour Relations ( Amendment) (no. 3) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.045369
"Bill Digest - Sports ( Amendment) ( No.2) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/Bill%20Digest%20-%20Sports%20%28Amendment%29%20%28No.2%29%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest - Sports ( Amendment) ( No.2) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.045885
"The Sports (amend) ( No.2) Bill, No.45 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/The%20%20Sports%20%28Amend%29%20%28No.2%29%20Bill%2CNo.45%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Sports (amend) ( No.2) Bill, No.45 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.046418
"The Religious Organisations Bill,no.44 Of 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/The%20%20Religious%20Organisations%20Bill%2CNo.44%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Religious Organisations Bill,no.44 Of 2024.. Source: Senate Bills.",2026-02-11T00:06:48.046939
Bills Digest - The Constitution Of Kenya ( Amendment)( No.2 ) Bill No. 46 Of 2024,National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/Bills%20Digest%20-%20The%20Constitution%20of%20Kenya%20%28%20Amendment%29%28%20No.2%20%29%20Bill%20No.%2046%20of%202024.pdf,Senate Bills,Legislative,Bill before Parliament: Bills Digest - The Constitution Of Kenya ( Amendment)( No.2 ) Bill No. 46 Of 2024. Source: Senate Bills.,2026-02-11T00:06:48.048029
"The Constitution Of Kenya ( Amendment) ( No. 2) Bill, No.46 Of 2024.",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/The%20Constitution%20of%20Kenya%20%28Amendment%29%20%28No.%202%29%20Bill%2C%20No.46%20of%202024%20%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Constitution Of Kenya ( Amendment) ( No. 2) Bill, No.46 Of 2024.. Source: Senate Bills.",2026-02-11T00:06:48.048586
"The Environment Laws ( Amendment) Bill, No.23 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/The%20Environment%20Laws%20%28Amendment%29%20Bill%2C%20No.23%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Environment Laws ( Amendment) Bill, No.23 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.049125
"The Labour Migration And Management ( No. 2) Bill, No.42 Of 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/Bill%20Digest%20-%20Labour%20Migration%20and%20Management%20%28No.2%29%20Bill%2CNo.42%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Labour Migration And Management ( No. 2) Bill, No.42 Of 2024.. Source: Senate Bills.",2026-02-11T00:06:48.049670
"The Price Control ( Essential Goods) ( Amendment) Bill, No.41 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/41.The%20Price%20Control%20%28Essential%20Goods%29%20%28Amendment%29%20Bill%2CNo.41%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Price Control ( Essential Goods) ( Amendment) Bill, No.41 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.050192
"The County Library Services Bill, No.40 Of 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/Bill%20Digest%20-%20County%20Library%20Services%20Bill%2CNo.40%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Library Services Bill, No.40 Of 2024.. Source: Senate Bills.",2026-02-11T00:06:48.051280
"The County Library Services Bill, No.40 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/The%20County%20Library%20Services%20Bill%2C%20No.40%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Library Services Bill, No.40 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.052326
Bill Digest - The County Government ( Amendment ) Bill,National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-10/Bill%20Digest.pdf,Senate Bills,Legislative,Bill before Parliament: Bill Digest - The County Government ( Amendment ) Bill. Source: Senate Bills.,2026-02-11T00:06:48.053470
"The County Governments (amendment) Bill, No.39 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/39-The%20%20County%20Governments%20%28Amendment%29%20Bill%2CNo.39%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments (amendment) Bill, No.39 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.054043
"The Protection Of Critical Infrastructure Bill, No.38 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/38.The%20%20Protection%20of%20Critical%20Infrastructure%20Bill%2CNo.38%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Protection Of Critical Infrastructure Bill, No.38 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.055136
"The County Tourism Bill, No.37 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/37.The%20County%20Tourism%20Bill%2CNo.37%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Tourism Bill, No.37 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.055678
Bill Digest For The Public Fundraising Appeals Bill 2024.,National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/BILL%20DIGEST%20FOR%20THE%20PUBLIC%20FUNDRAISING%20APPEALS%20BILL%202024.pdf,Senate Bills,Legislative,Bill before Parliament: Bill Digest For The Public Fundraising Appeals Bill 2024.. Source: Senate Bills.,2026-02-11T00:06:48.056738
"The Public Fundraising Appeal Bill, 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/36-The%20%20Public%20Fundraising%20Appeal%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Public Fundraising Appeal Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.057346
"Bill Digest - Tobacco Control (amendment) Bill, 2024.",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/Bill%20Digest%20-%20Tobacco%20Control%20%28Amendment%29%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest - Tobacco Control (amendment) Bill, 2024.. Source: Senate Bills.",2026-02-11T00:06:48.057867
"The Tobacco Control ( Amend) Bill, No.35 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/35.The%20Tobacco%20Control%20%28Amend%29%20Bill%2C%20No.35%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Tobacco Control ( Amend) Bill, No.35 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.058386
"Bills Digest - County Governments (state Officers Removal From Office) Procedure Bill, 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/Bills%20Digest%20-%20County%20Governments%20%28State%20Officers%20Removal%20from%20Office%29%20Procedure%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: Bills Digest - County Governments (state Officers Removal From Office) Procedure Bill, 2024.. Source: Senate Bills.",2026-02-11T00:06:48.059452
"The County Governments ( State Officers' Removal From Office) Procedure Bill, No.34 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/34.The%20%20County%20Governments%20%28State%20Officers%27%20Removal%20from%20office%29%20Procedure%29%20Bill%2C%20No.34%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The County Governments ( State Officers' Removal From Office) Procedure Bill, No.34 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.059989
"The Sports ( Amendment ) Bill, 2024.",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/Bill%20Digest%20-%20Sports%20%28Amendment%29%20Bill%2CNo.33%20of%202024%20%2C.pdf,Senate Bills,Legislative,"Bill before Parliament: The Sports ( Amendment ) Bill, 2024.. Source: Senate Bills.",2026-02-11T00:06:48.060506
"The Sports ( Amendment ) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/33.The%20%20Sports%20%28Amend%29%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Sports ( Amendment ) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.061056
"The Livestock Protection And Sustainability Bill, No.32 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/32.%20The%20%20Livestock%20Protection%20and%20Sustainability%20Bill%2CNo.32%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Livestock Protection And Sustainability Bill, No.32 Of 2024. Source: Senate Bills.",2026-02-11T00:06:48.061794
"The Retirement Benefits Laws (amendment) Bill, 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/31.%20The%20%20Retirement%20Benefits%20Laws%20%28Amendment%29%20Bill%2C%20%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Retirement Benefits Laws (amendment) Bill, 2024. Source: Senate Bills.",2026-02-11T00:06:48.062310
"Bills Digest - The Creative Economy Support Bill, 2024.",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/Bills%20Digest%20-%20The%20Creative%20Economy%20Support%20Bill%2C%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: Bills Digest - The Creative Economy Support Bill, 2024.. Source: Senate Bills.",2026-02-11T00:06:53.841880
"The Creative Economy Support Bill, No.30 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/30%20-The%20%20Creative%20Economy%20Support%20Bill%2CNo.30%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Creative Economy Support Bill, No.30 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.843022
"The Public Finance Management ( Amendment ) Bill, No.27 Of 2024",National Assembly,Amendment,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-09/The%20Public%20Finance%20Management%20%28Amendment%29%20Bill%2C%20No.27%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Public Finance Management ( Amendment ) Bill, No.27 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.844179
"Comb The Statute Laws Misc.(amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/15-Comb%20The%20%20statute%20laws%20misc.%28amendment%29%20%20BILL%2C%202023.pdf,Senate Bills,Legislative,"Bill before Parliament: Comb The Statute Laws Misc.(amendment) Bill, 2023. Source: Senate Bills.",2026-02-11T00:06:53.845310
"The Political Parties Bill, No.13 Of 2024",National Assembly,Published,2024-01-01,https://www.parliament.go.ke/sites/default/files/2024-08/13.The%20Political%20Parties%20%20BILL%2C%20No.13%20of%202024.pdf,Senate Bills,Legislative,"Bill before Parliament: The Political Parties Bill, No.13 Of 2024. Source: Senate Bills.",2026-02-11T00:06:53.846037
