Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,Date_established
Fully-functional,Githogoro Runda Baptist Clinic (Getrudes Nairobi),Karura,Westlands,Westlands,Nairobi,Gully Side Community Health Unit,702053,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kakinya Community Health Unit,702052,43282
Fully-functional,Korogocho Health Centre,Korogocho,Ruaraka,Ruaraka,Nairobi,Ngomongo A Community Health Unit,702051,43282
Fully-functional,Pumwani Majengo Dispensary,Pumwani,Kamukunji,Kamukunji,Nairobi,Heshima Community Health Unit,702050,43282
Fully-functional,Pangani Dispensary,Pangani,Starehe,Starehe,Nairobi,Kenatco B2 Community Health Unit,702049,43282
Fully-functional,Korogocho Health Centre,Korogocho,Ruaraka,Ruaraka,Nairobi,Ngomongo C Community Health Unit,702048,43282
Fully-functional,Jericho Health Centre,Harambee,Makadara,Makadara,Nairobi,Ofafa Ap Line Community Health Unit,702047,43282
Fully-functional,Pangani Dispensary,Pangani,Starehe,Starehe,Nairobi,Kenatco B1 Community Health Unit,702046,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Riverbank Community Health Unit,702045,42920
Fully-functional,Pumwani Majengo Dispensary,Pumwani,Kamukunji,Kamukunji,Nairobi,Zawadi Community Health Unit,702044,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Humama Community Health Unit,702043,42919
Fully-functional,Dandora I Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,House Development Department 2 Community Health Unit,702042,43282
Fully-functional,Maringo Clinic,Maringo/Hamza,Makadara,Makadara,Nairobi,Friends Centre Maringo Community Health Unit,702041,43282
Fully-functional,Shauri Moyo Clinic,Pumwani,Kamukunji,Kamukunji,Nairobi,Blue Estate Community Health Unit,702040,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Matopeni C2 Community Health Unit,702039,42920
Fully-functional,Shauri Moyo Clinic,Pumwani,Kamukunji,Kamukunji,Nairobi,Kajificheni Community Health Unit,702038,43282
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Uchumi Community Health Unit,702037,43282
Fully-functional,Korogocho Health Centre,Korogocho,Ruaraka,Ruaraka,Nairobi,Grogon B West Community Health Unit,702036,43282
Fully-functional,State House Clinic,Kilimani,Dagoretti North,Dagoretti North,Nairobi,Amboseli B Community Health Unit,702035,43282
Fully-functional,Korogocho Health Centre,Korogocho,Ruaraka,Ruaraka,Nairobi,Grogon B East Community Health Unit,702034,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Jada Community Health Unit,702033,42919
Fully-functional,Shauri Moyo Clinic,Pumwani,Kamukunji,Kamukunji,Nairobi,Shauri Moyo Community Health Unit,702032,41275
Fully-functional,Pangani Dispensary,Pangani,Starehe,Starehe,Nairobi,Kenatco A2 Community Health Unit,702031,43282
Fully-functional,Pangani Dispensary,Pangani,Starehe,Starehe,Nairobi,Kenatco A1 Community Health Unit,702030,43282
Fully-functional,State House Clinic,Kilimani,Dagoretti North,Dagoretti North,Nairobi,State House Community Health Unit,702029,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Uzalendo Community Health Unit,702028,43282
Fully-functional,Shauri Moyo Clinic,Pumwani,Kamukunji,Kamukunji,Nairobi,Mombasa Ndogo Community Health Unit,702027,43282
Fully-functional,Marurui Dispensary,Roysambu,Roysambu,Roysambu,Nairobi,Baberi Community Health Unit,702026,43282
Fully-functional,Pangani Dispensary,Pangani,Starehe,Starehe,Nairobi,Karambe B Community Health Unit,702025,43282
Closed,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kabiro B Community Health Unit,702024,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Madiwa Community Health Unit,702023,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Gathodeki Two Community Health Unit,702022,43282
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Donholm Community Health Unit,702021,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Sweet World Community Health Unit,702020,43282
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Daima Community Health Unit,702019,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Mabatini Two Community Health Unit,702018,43282
Fully-functional,Pangani Dispensary,Pangani,Starehe,Starehe,Nairobi,Karambee A Community Health Unit,702017,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Gathodeki One Community Health Unit,702016,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Matopeni C1 (Stars) Community Health Unit,702015,42920
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Soko Mjinga Community Health Unit,702014,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Magithundia Community Health Unit,702013,43282
Fully-functional,Mathare Police Depot,Hospital,Mathare,Mathare,Nairobi,Kosovo C Community Health Unit,702012,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Promise Community Health Unit,702011,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Mabatini One Community Health Unit,702010,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Rafiki Community Health Unit,702009,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Nitd Community Health Unit,702008,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Ciugoini Community Health Unit,702007,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Sagana B Community Health Unit,702006,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Neema Community Health Unit,702005,43282
Fully-functional,Mathare Police Depot,Hospital,Mathare,Mathare,Nairobi,Kosovo B Community Health Unit,702004,43282
Fully-functional,Mathare Police Depot,Hospital,Mathare,Mathare,Nairobi,Kosovo A Community Health Unit,702003,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Thiboro Community Health Unit,702002,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Matopeni B2 (United We Care) Community Health Unit,702001,42920
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Agano Community Health Unit,702000,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Sagana A Community Health Unit,701999,40909
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kiamboni Community Health Unity,701998,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Gichagi B Community Health Unit,701997,40179
Fully-functional,South B Police Band Dispensary,Nairobi South,Starehe,Starehe,Nairobi,Kanaro Community Health Unit,701996,43282
Closed,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Gitari Marigu C 5 Community Health Unit,701995,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Kosovo B Community Health Unit,701994,43282
Closed,Kahawa West Health Centre,Kahawa,Roysambu,Roysambu,Nairobi,Kiwanja Community Health Unit,701993,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Maini Community Health Unit,701992,41153
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Kwa Ndegwa Community Health Unit,701991,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Deliverance Community Health Unit,701990,43282
Fully-functional,Kahawa West Health Centre,Kahawa,Roysambu,Roysambu,Nairobi,Kongo Community Health Unit,701989,43282
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Paradise Macha Community Health Unit,701988,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Bridge Community Health Unit,701987,42919
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,River Side Community Health Unit,701986,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Matopeni B (Health Express) Community Health Unit,701985,42920
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Genesis Community Health Unit,701984,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Star Light Community Health Unit,701983,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Kosovo A Community Health Unit,701982,40910
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,St.Teresa Area Community Health Unit,701981,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Matopeni A2 (Good Hope) Community Health Unit,701980,42920
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Paradise Kia Community Health Unit,701979,43282
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Paradise Tui Community Health Unit,701978,43282
Closed,Kahawa West Health Centre,Kahawa,Roysambu,Roysambu,Nairobi,Kamuthi Community Health Unit,701977,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kwa Raila Community Health Unit,701976,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Riftvalley Two Community Health Unit,701975,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kanugaga Community Health Unit,701974,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Vision Community Health Unit,701973,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Watiti Community Health Unit,701972,43282
Fully-functional,Makadara Health Centre,Maringo/Hamza,Makadara,Makadara,Nairobi,Hamza Zone G Community Health Unit,701971,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Vihiga C Community Health Unit,701970,43282
Fully-functional,Nairobi Remand Prison Health Centre,Landimawe,Starehe,Starehe,Nairobi,Busia Road Community Health Unit,701969,43282
Fully-functional,Nairobi Remand Prison Health Centre,Landimawe,Starehe,Starehe,Nairobi,Mandazi 2 Community Health Unit,701968,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Posta Community Health Unit,701967,42919
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Falls Community Health Unit,701966,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kamupre Community Health Unit,701965,41153
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Matopeni A1 (Matendo) Community Health Unit,701964,42921
Fully-functional,Langata Health Centre (Mugumo-Ini),Mugumo-ini,Langata,Langata,Nairobi,Southlands C Community Health Unit,701963,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Mau Mau Community Health Unit,701962,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Success Community Health Unit,701961,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Vihiga B Community Health Unit,701960,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Village Inn Community Health Unit,701959,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Tushauriane Community Health Unit,701958,42919
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,United Community Health Unit,701957,43282
Fully-functional,Nairobi Remand Prison Health Centre,Landimawe,Starehe,Starehe,Nairobi,Owino Road Community Health Unit,701956,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,White House Community Health Unit,701955,43282
Fully-functional,Jericho Health Centre,Harambee,Makadara,Makadara,Nairobi,Jericho Block R/S Community Health Unit,701954,43282
Fully-functional,Nairobi Remand Prison Health Centre,Landimawe,Starehe,Starehe,Nairobi,Baclays Community Health Unit,701953,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Riftvalley One Community Health Unit,701952,43282
Fully-functional,Makadara Health Centre,Maringo/Hamza,Makadara,Makadara,Nairobi,Hamza Zone E Community Health Unit,701951,43282
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Baraka Community Health Unit,701950,43282
Closed,Kahawa West Health Centre,Kahawa,Roysambu,Roysambu,Nairobi,Aberdare Community Health Unit,701949,43282
Fully-functional,Biafra Lions Clinic,Eastleigh South,Kamukunji,Kamukunji,Nairobi,Vihiga A Community Health Unit,701948,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Kosovo Community Health Unit,701947,42919
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Marenga Community Health Unit,701946,43282
Fully-functional,Makadara Health Centre,Maringo/Hamza,Makadara,Makadara,Nairobi,Hamza Zone D Community Health Unit,701945,43282
Fully-functional,Eastleigh Health Centre,Airbase,Kamukunji,Kamukunji,Nairobi,Amani Community Health Unit,701944,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Springvalley C Community Health Unit,701943,42919
Fully-functional,Dandora II Health Centre,Dandora Area I,Embakasi North,Embakasi North,Nairobi,Mazuri Community Health Unit,701942,43282
Closed,Eastleigh Health Centre,Airbase,Kamukunji,Kamukunji,Nairobi,Upendo Community Health Unit,701941,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Good Hope Area Community Health Unit,701940,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Mabenderani Community Health Unit,701939,43282
Fully-functional,Railway Training Institute Dispensary South B,Nairobi South,Starehe,Starehe,Nairobi,Hazina Community Health Unit,701938,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Springvalley B Community Health Unit,701937,42919
Fully-functional,Jericho Health Centre,Harambee,Makadara,Makadara,Nairobi,Lumumba Xw Zone Community Health Unit,701936,43282
Fully-functional,Langata Health Centre (Mugumo-Ini),Mugumo-ini,Langata,Langata,Nairobi,Southlands B Community Health Unit,701935,43282
Fully-functional,Railway Training Institute Dispensary South B,Nairobi South,Starehe,Starehe,Nairobi,Bakiri View A Community Health Unit,701934,43282
Fully-functional,Hono Clinic,Harambee,Makadara,Makadara,Nairobi,Jericho Block U/V Community Health Unit,701933,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Precious Community Health Unit,701932,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Springvalley A Community Health Unit,701931,42919
Fully-functional,Eastleigh Health Centre,Airbase,Kamukunji,Kamukunji,Nairobi,Red Bird Community Health Unit,701930,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Kangora One Community Health Unit,701929,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Maana Cd Community Health Unit,701928,42948
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Kambi Moto Community Health Unit,701927,43282
Fully-functional,Jericho Health Centre,Harambee,Makadara,Makadara,Nairobi,Lumumba Ab Zone Community Health Unit,701926,43282
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Kangora Two Community Health Unit,701925,43282
Fully-functional,Langata Health Centre (Mugumo-Ini),Mugumo-ini,Langata,Langata,Nairobi,Southlands A Community Health Unit,701924,43282
Closed,Eastleigh Health Centre,Airbase,Kamukunji,Kamukunji,Nairobi,Airbase Community Health Unit,701923,43282
Closed,Reuben Mukuru Health Centre,Kwa Reuben,Embakasi South,Embakasi South,Nairobi,Riverside Reuben Community Health Unit,701922,43282
Fully-functional,Lungalunga Health Centre,Viwandani,Makadara,Makadara,Nairobi,Sinai Best Community Health Unit,701921,43282
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Gatina Community Health Unit,701920,40725
Fully-functional,Riruta Health Centre,Kawangware,Dagoretti North,Dagoretti North,Nairobi,Checkpoint Community Health Unit,701919,43282
Fully-functional,Kayole I Health Centre,Kayole North,Embakasi Central,Embakasi Central,Nairobi,Maana Ab Community Health Unit,701918,42948
Fully-functional,Kangemi Health Centre,Kangemi,Westlands,Westlands,Nairobi,Bottomline Two Community Health Unit,701917,43282
Fully-functional,Railway Training Institute Dispensary South B,Nairobi South,Starehe,Starehe,Nairobi,Hamaso 2 Community Health Unit,701916,43282
