Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
13447,Tulatula Dispensary,Tulatula Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Wajir,Wajir West,Wajir West,Ganyure/Wagalla,Operational,No,No,No,No,,Yes,Yes,No
12280,Kibaranyaki Dispensary,Kibaranyaki Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Central Imenti,Imenti Central,Abothuguchi West,Operational,No,No,No,No,,Yes,Yes,No
10857,Ngararia Dispensary,Ngararia Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kandara,Kandara,Ng'araria,Operational,No,No,No,No,,Yes,Yes,No
10796,Mutira (ACK) Dispensary,Mutira (ACK) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Mutira,Operational,No,No,No,No,,Yes,Yes,No
13477,Anding'o Opanga Dispensary,Anding'o Opanga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Nyakach,Nyakach,West Nyakach,Operational,No,No,No,No,,Yes,Yes,No
14508,Gilgil Astu Dispensary,Gilgil ASTU Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Gilgil,Gilgil,Murindati,Operational,No,No,No,No,,Yes,Yes,No
14383,Chesiyo Dispensary,Chesiyo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Marakwet East,Marakwet East,Sambirir,Operational,No,No,No,No,,Yes,Yes,No
12897,Cidi Mukuru Clinic,CIDI Mukuru Clinic,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,6,2,8,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,Yes,No,Yes,No,,Yes,Yes,No
12773,Tereza D'Lima Dispensary,Tereza D'Lima Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Machakos,Mavoko,Athi River,Kinanie,Operational,No,No,No,No,,Yes,Yes,No
13267,Ademasajida Dispensary,Ademasajida Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Wajir,Wajir West,Wajir West,Ademasajide,Operational,Yes,No,No,No,,Yes,Yes,No
12721,Rwanyange Dispensary,Rwanyange Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,North Imenti,Imenti North,Nyaki East,Operational,No,No,No,No,,Yes,Yes,No
12501,Mbita Dispensary ( Mbeere ),Mbita Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Mbeti South,Operational,No,No,No,No,,Yes,Yes,No
12246,Katulye Dispensary,Katulye Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,Machakos,Masinga,Masinga,Masinga Central,Operational,No,No,No,No,,Yes,Yes,No
12655,Ngongoni Dispensary-Mwingi West,Ngongoni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi West,Mwingi West,Nguutani,Operational,No,No,No,No,,Yes,Yes,No
11466,Kibuyuni Dispensary,Kibuyuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Matuga,Matuga,Kubo South,Operational,No,No,No,No,,Yes,Yes,No
12573,Mumbuni Dispensary,Mumbuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,Kitui,Mwingi West,Mwingi West,Migwani,Operational,No,No,No,No,,Yes,Yes,No
15690,Survey Dispensary,Survey Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Laikipia,Laikipia North,Laikipia North,Sosian,Operational,No,No,No,No,,Yes,Yes,No
12099,Itongolani Dispensary,Itongolani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi West,Mwingi West,Kiomo/Kyethani,Operational,No,No,No,No,,Yes,Yes,No
11999,Elgade Dispensary,Elgade Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Marsabit,North Horr,North Horr,Maikona,Operational,No,No,No,No,,Yes,Yes,No
11900,Wayu Dispensary,Wayu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Tana River,Galole,Galole,Wayu,Operational,No,No,No,No,,Yes,Yes,No
11093,Thigio Dispensary (Kiambu West),Thigio Dispensary (Kiambu West),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Limuru,Limuru,Ndeiya,Operational,No,No,No,No,,Yes,Yes,No
11933,Apu Dispensary,Apu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Isiolo,Isiolo North,Isiolo,Burat,Operational,No,No,No,No,,Yes,Yes,No
12131,Kajiampau Dispensary,Kajiampau Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Tharaka Nithi,Chuka/Igambang'ombe,Igambangombe,Igambang'ombe,Operational,No,No,No,No,,Yes,Yes,No
13458,Young Muslim Dispensary,Young Muslim Dispensary,None,Level 2,Dispensary,DISPENSARY,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,0,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,No,No,No,No,,Yes,Yes,No
13136,P & T Clinic,P & T Clinic,None,Level 2,Dispensary,DISPENSARY,Public Institution - Parastatal,Ministry of Health,Other,0,0,0,Nairobi,Ruaraka,Ruaraka,Utalii,Operational,No,No,No,No,,Yes,Yes,No
11274,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),Coast General Teaching and Referral Hospital (Chaani Outreach Centre),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,60,0,60,Mombasa,Changamwe,Changamwe,Chaani,Operational,Yes,No,No,No,,Yes,Yes,No
14480,Ethi Dispensary,Ethi Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Laikipia,Laikipia North,Laikipia North,Mugogodo East,Operational,No,No,No,No,,Yes,Yes,No
12330,Kipsing Dispensary,Kipsing Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Isiolo,Isiolo North,Isiolo,Oldo/Nyiro,Operational,No,No,No,No,,Yes,Yes,No
11476,Kilimangodo Dispensary,Kilimangodo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Lunga Lunga,Lunga Lunga,Mwereni,Operational,No,No,No,No,,Yes,Yes,No
13437,Shanta Abaq Dispensary (Wajir West),Shanta Abaq Dispensary (Wajir West),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Wajir,Wajir West,Wajir West,Ganyure/Wagalla,Operational,Yes,No,No,No,,Yes,Yes,No
12355,Kitheuni Dispensary,Kitheuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5,3,8,Machakos,Yatta,Yatta,Ikombe,Operational,No,No,No,No,,Yes,Yes,No
11285,Chifiri Dispensary (LATIF),Chifiri Dispensary (Latif),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Galole,Galole,Wayu,Operational,No,No,No,No,,Yes,Yes,No
12093,AIC Dispensary (Isiolo),AIC Dispensary (Isiolo),None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,4,4,8,Isiolo,Isiolo North,Isiolo,Wabera,Operational,No,No,No,No,,Yes,Yes,No
10729,Mihuti Dispensary (Nyeri South),Mihuti Dispensary (Nyeri South),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Mukurweini,Mukurweini,Rugi,Operational,No,No,No,No,,Yes,Yes,No
12645,Nganduri Dispensary,Nganduri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Mbeti South,Operational,No,No,No,No,,Yes,Yes,No
12982,Mary Immaculate Clinic Mukuru,Mary Immaculate Clinic Mukuru,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,,Yes,Yes,No
16672,Kisonei Dispensary,Kisonei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo Central,Baringo Central,Tenges,Operational,No,No,No,No,,Yes,Yes,No
11365,Divine Mercy Eldoro (Catholic) Dispensary,Divine Mercy Eldoro (Catholic) Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Taita Taveta,Taveta,Taveta,Mboghoni,Operational,No,No,No,No,,Yes,Yes,No
12369,Kitundu (GOK) Dispensary,Kitundu (GOK) Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Mbooni,Mbooni,Kithungo/Kitundu,Operational,No,No,No,No,,Yes,Yes,No
12217,Katani Dispensary,Katani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Machakos,Mavoko,Athi River,Muthwani,Operational,No,No,No,No,,Yes,Yes,No
13236,Tena (PCEA) Clinic,Tena (PCEA) Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,No,No,No,No,,Yes,Yes,No
13466,Agawo Dispensary,Agawo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Kasipul,Rachuonyo South,East Kamagak,Operational,No,No,No,No,,Yes,Yes,No
12807,Tulila Dispensary,Tulila Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Mwala,Mwala,Kibauni,Operational,No,No,No,No,,Yes,Yes,No
11255,Bomani Dispensary,Bomani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Kilifi South,Kilifi South,Junju,Operational,No,No,No,No,,Yes,Yes,No
15523,Samaria (AIC) Mission Dispensary,Samaria (AIC) Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kajiado,Kajiado North,Kajiado North,Oloolua,Operational,No,No,No,No,,Yes,Yes,No
12122,Kabuguri Dispensary,Kabuguri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Mavuria,Operational,No,No,No,No,,Yes,Yes,No
10214,Gathanga Health Centre,Gathanga Health Centre,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Kiambaa,Kiambaa,Muchatha,Operational,No,No,No,No,,Yes,Yes,No
11488,Kishushe Dispensary,Kishushe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Taita Taveta,Wundanyi,Wundanyi,Wumingu/Kishushe,Operational,No,No,No,No,,Yes,Yes,No
12200,Karia Dispensary,Karia Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
12478,Masumba Dispensary,Masumba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Kibwezi West,Kibwezi West,Nguu/Masumba,Operational,No,No,Yes,No,,Yes,Yes,No
12454,Makima Dispensary,Makima Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Makima,Operational,No,No,No,No,,Yes,Yes,No
12144,Kalama Dispensary,Kalama Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Machakos Town,Kalama,Kalama,Operational,No,No,No,No,,Yes,Yes,No
11297,Dagamra Dispensary,Dagamra Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Magarini,Magarini,Garashi,Operational,No,No,No,No,,Yes,Yes,No
10023,Ama (Africa Muslim Agency) Clinic,AMA (Africa Muslim Agency) Clinic,None,Level 2,Dispensary,DISPENSARY,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,26,6,32,Kiambu,Thika Town,Thika Town,Kamenu,Operational,No,No,No,No,,Yes,Yes,No
13129,Nyina Wa Mumbi Dispensary,Nyina Wa Mumbi Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Dagoretti North,Dagoretti North,Kawangware,Operational,No,No,No,No,,Yes,Yes,No
12462,Malka Galla Dispensary,Malka Galla Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Isiolo,Isiolo North,Merti,Cherab,Operational,No,No,No,No,,Yes,Yes,No
12331,Kiriani Dispensary,Kiriani Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Tharaka Nithi,Maara,Mwimbi,Chogoria,Operational,No,No,No,No,,Yes,Yes,No
12188,Kanyuru Dispensary,Kanyuru Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tharaka Nithi,Tharaka,Tharaka South,Marimanti,Operational,No,No,No,No,,Yes,Yes,No
12814,Tupendane Dispensary,Tupendane Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,4,0,4,Isiolo,Isiolo North,Isiolo,Burat,Operational,No,No,No,No,,Yes,Yes,No
15762,ASN Upendo Village Dispensary,ASN Upendo Village Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Nakuru,Naivasha,Naivasha,Lake View,Operational,No,No,No,No,,Yes,Yes,No
12838,Wachoro Dispensary,Wachoro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Mwea,Operational,No,No,No,No,,Yes,Yes,No
12326,Kinoru Dispensary,Kinoru Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,No,No,No,No,,Yes,Yes,No
10102,Cura (ACK) Medical Clinic,Cura (ACK) Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Kabete,Kabete,Gitaru,Operational,No,No,Yes,No,,Yes,Yes,No
10448,Kamburu (PCEA) Dispensary,Kamburu (PCEA) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Lari,Lari,Kamburu,Operational,No,No,No,No,,Yes,Yes,No
13729,Kwoyo Kodalo Dispensary,Kwoyo Kodalo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Migori,Awendo,Awendo,North Sakwa,Operational,No,No,No,No,,Yes,Yes,No
12429,Limoro Dispensary,Limoro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Athwana,Operational,No,No,No,No,,Yes,Yes,No
11918,ACK Dispensary (Isiolo),ACK Dispensary (Isiolo),None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,2,0,2,Isiolo,Isiolo North,Isiolo,Burat,Operational,No,No,No,No,,Yes,Yes,No
12533,Mitunguu Ccs Dispensary,Mitunguu CCS Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Meru,South Imenti,Imenti South,Mitunguu,Operational,No,No,No,No,,Yes,Yes,No
13348,Girissa Dispensary,Girissa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mandera,Mandera North,Mandera North,Rhamu,Operational,No,No,No,No,,Yes,Yes,No
12125,Kagoji Dispensary,Kagoji Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Central Imenti,Imenti Central,Abothuguchi West,Operational,No,No,No,No,,Yes,Yes,No
12005,Emmanuel Kigari (ACK) Dispensary,Emmanuel Kigari (ACK) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Embu,Manyatta,Manyatta,Ruguru-ngandori,Operational,No,No,Yes,No,,Yes,Yes,No
10093,Christian Community Services Wang'uru Dispensary,Christian Community Services Wang'uru Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kirinyaga,Mwea,Kirinyaga South,Tebere,Operational,No,No,No,No,,Yes,Yes,No
10842,Ndururumo Dispensary,Ndururumo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Juja,Juja,Theta,Operational,No,No,No,No,,Yes,Yes,No
12027,Gakoromone Dispensary,Gakoromone Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,North Imenti,Imenti North,Ntima East,Operational,No,No,No,No,,Yes,Yes,No
12426,Lewa Downs Dispensary,Lewa Downs Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Meru,Buuri,Buuri,Kisima,Operational,No,No,Yes,No,,Yes,Yes,No
12513,Merti Catholic Dispensary,Merti Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2,0,2,Isiolo,Isiolo North,Merti,Cherab,Operational,No,No,No,No,,Yes,Yes,No
12328,Kionyo Dispensary,Kionyo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,South Imenti,Imenti South,Abogeta West,Operational,No,No,No,No,,Yes,Yes,No
12239,Kathunguri Dispensary,Kathunguri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Runyenjes,Runyenjes,Kyeni South,Operational,No,No,No,No,,Yes,Yes,No
11994,Ebenezer Dispensary,Ebenezer Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Makueni,Mbooni,Mbooni,Mbooni,Operational,No,No,No,No,,Yes,Yes,No
13374,Jalish Dispensary,Jalish Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Garissa,Ijara,Hulugho,Sangailu,Operational,No,No,No,No,,Yes,Yes,No
12302,Kiirua Dispensary,Kiirua Health Centre,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Buuri,Buuri,Kiirua/Naari,Operational,No,No,No,No,,Yes,Yes,No
10224,Gatondo Dispensary (Nyeri North),Gatondo Dispensary (Nyeri North),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Mathira,Mathira East,Iriaini,Operational,No,No,No,No,,Yes,Yes,No
12963,Gsu Hq Dispensary (Ruaraka),GSU HQ Dispensary (Ruaraka),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Ruaraka,Ruaraka,Utalii,Operational,No,No,No,No,,Yes,Yes,No
10601,Kihuyo Dispensary,Kihuyo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Operational,No,No,No,No,,Yes,Yes,No
12333,Kirie Dispensary,Kirie Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Embu,Mbeere North,Mbeere North,Muminji,Operational,No,No,No,No,,Yes,Yes,No
12712,Riakanau Dispensary,Riakanau Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Mwea,Operational,No,No,No,No,,Yes,Yes,No
11714,Ng'ombeni Dispensary,Ng'ombeni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Matuga,Matuga,Waangombeni,Operational,No,No,No,No,,Yes,Yes,No
13304,Batalu Dispensary,Batalu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Wajir,Wajir North,Wajir North,Batalu,Operational,Yes,No,Yes,No,,Yes,Yes,No
10361,Itundu Dispensary,Itundu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Mathira,Mathira East,Iriaini,Operational,No,No,No,No,,Yes,Yes,No
11384,Garashi Dispensary,Garashi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Magarini,Magarini,Garashi,Operational,No,No,Yes,No,,Yes,Yes,No
10033,Annunciation Catholic Dispensary,Annunciation Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,1,1,2,Kiambu,Ruiru,Ruiru,Mwihoko,Operational,Yes,No,Yes,No,,Yes,Yes,No
13716,Komosoko Dispensary,Komosoko Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Migori,Kuria West,Kuria West,Nyanmosense/Komosoko,Operational,No,No,No,No,,Yes,Yes,No
13706,Kituka Dispensary,Kituka Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Nyatike,Nyatike,North Kadem,Operational,No,No,No,No,,Yes,Yes,No
